39	16	17	65	93	95	82	43	164	134	68	
46	15	11	39	76	30	11	10	38	53	48	
54	30	13	34	55	29	31	34	23	15	54	
52	35	26	45	21	9	40	50	18	8	51	
20	31	21	49	40	230	208	23	20	18	17	
18	28	13	55	69	473	433	22	56	28	30	
24	20	21	42	44	365	346	63	51	10	42	
33	26	15	28	1	55	49	67	42	19	19	
23	12	27	69	54	88	107	47	20	1	7	
41	21	59	137	97	92	113	49	9	7	13	
22	44	94	141	72	105	141	80	30	20	18	

32	62	12	76	59	118	40	29	28	30	11	
33	51	56	104	27	94	41	32	7	16	45	
38	21	81	63	19	58	42	37	2	15	37	
65	24	43	25	55	57	25	39	24	49	33	
69	70	8	42	215	247	61	33	34	48	32	
95	90	64	104	503	563	165	31	9	49	15	
65	102	115	83	410	495	149	39	5	60	22	
33	81	113	66	65	103	38	22	12	32	16	
55	46	68	71	73	121	38	31	38	9	9	
75	59	58	32	20	86	40	44	38	17	16	
89	41	53	18	13	44	20	53	31	10	23	

45	18	52	34	36	24	23	60	74	125	94	
47	37	77	59	69	61	49	45	48	93	103	
11	54	72	41	35	18	43	11	33	81	210	
24	12	53	52	14	17	25	4	19	65	187	
18	39	100	79	65	242	215	30	30	37	43	
30	43	59	34	132	438	390	108	55	31	33	
16	36	37	39	86	291	282	102	42	19	32	
8	39	36	34	24	55	38	4	15	31	42	
61	53	65	36	32	27	65	58	10	19	33	
79	97	62	111	94	31	48	53	21	6	19	
39	71	44	102	111	56	45	59	21	8	19	

